price,bed,bath,sqft,acre_sqft_lot,address
"$1,799,000",3bed,2bath,"1,590sqft","7,430sqft lot","4611 Saloma Ave, Sherman Oaks, CA 91403"
"$1,795,000",4bed,3.5bath,"2,962sqft",0.61acre lot,"9312 Lakewood Dr, Windsor, CA 95492"
"$1,199,999",7bed,4bath,"2,146sqft","5,605sqft lot","3529 10th Ave, Los Angeles, CA 90018"
"$369,999",6bed,4bath,"1,800sqft","5,227sqft lot","1026 Quincy St, Bakersfield, CA 93305"
"$305,000",3bed,2bath,"1,449sqft",0.28acre lot,"15041 Pinehurst Way, Magalia, CA 95954"
"$849,900",5bed,4.5bath,"2,953sqft","5,502sqft lot","3261 Wildland Ct, Folsom, CA 95630"
"$465,000",4bed,2.5bath,"2,547sqft","7,405sqft lot","43677 Yukon Ct, Hemet, CA 92544"
"$670,000",3bed,2bath,"1,840sqft","8,416sqft lot","6417 Jefjen Way, Elk Grove, CA 95757"
"$400,000",3bed,2bath,"1,428sqft",8.18acre lot,"20031 Road 256, Strathmore, CA 93267"
"$454,500",3bed,2bath,"1,386sqft","7,841sqft lot","40620 Via Verdad, Palmdale, CA 93551"
"$385,000",3bed,2bath,"1,219sqft","6,098sqft lot","81734 Olea Ave, Indio, CA 92201"
"$650,000",4bed,3bath,"2,756sqft","9,997sqft lot","5806 W Avenue M6, Quartz Hill, CA 93536"
"$874,000",3bed,2.5bath,"2,295sqft","6,730sqft lot","6911 Santa Rita Ave, Garden Grove, CA 92845"
"$375,000",3bed,2bath,"1,344sqft",0.79acre lot,"17250 Parkvalley Ave, Lake Los Angeles, CA 93591"
"$428,000",5bed,2bath,680sqft,0.24acre lot,"1058 Stevenson St, Colton, CA 92324"
"$675,000",4bed,3bath,"2,740sqft",0.24acre lot,"32263 Mountain Blue Ct, Winchester, CA 92596"
"$299,999",1bed,1bath,504sqft,"2,500sqft lot","376 Riverside Ave, Sugarloaf, CA 92386"
"$339,950",4bed,3bath,"2,339sqft","5,662sqft lot","4129 Pinewood Lake Dr, Bakersfield, CA 93309"
"$6,999,999",4bed,5.5bath,"4,612sqft","7,571sqft lot","221 N Rexford Dr, Beverly Hills, CA 90210"
"$508,000",4bed,2bath,"1,496sqft","7,670sqft lot","8681 Encinitas Ave, Fontana, CA 92335"
"$389,000",4bed,3bath,"1,346sqft","4,685sqft lot","37615 Cherry Dr, Palmdale, CA 93550"
"$925,000",3bed,2bath,"1,392sqft","6,970sqft lot","12652 8th St, Garden Grove, CA 92840"
"$1,000,000",6bed,4bath,"3,446sqft","7,405sqft lot","4216 Castlepeak Dr, Corona, CA 92883"
"$424,900",5bed,5bath,"2,290sqft","7,100sqft lot","16451 Chestnut St, Hesperia, CA 92345"
"$949,000",4bed,2.5bath,"1,768sqft","7,300sqft lot","423 N Torrens St, Anaheim, CA 92807"
"$459,000",3bed,2bath,"1,272sqft","7,405sqft lot","25800 Harzburg Rd, Menifee, CA 92584"
"$149,000",2bed,2bath,"1,152sqft",2.5acre lot,"13846 Oak Valley Rd, Caliente, CA 93518"
"$699,950",3bed,2.5bath,"2,822sqft",0.53acre lot,"31704 Bogie Pl, Llano, CA 93544"
"$1,400,000",7bed,4bath,"3,418sqft","7,876sqft lot","1155 W 204th St, Torrance, CA 90502"
"$379,000",4bed,2.5bath,"2,262sqft","5,000sqft lot","14114 Paddock Rd, Victorville, CA 92394"
"$2,998,000",4bed,3bath,"3,301sqft",0.33acre lot,"775 El Cerro Blvd, Danville, CA 94526"
"$359,997",3bed,1.5bath,"1,644sqft","5,663sqft lot","2144 Candlebush Ct, Rosamond, CA 93560"
"$925,000",4bed,2bath,"1,374sqft","7,200sqft lot","821 N Mountain View Pl, Fullerton, CA 92831"
"$849,999",3bed,2.5bath,"2,793sqft",4.98acre lot,"13404 Hidden Valley Rd, Grass Valley, CA 95949"
"$475,000",2bed,2.5bath,"1,070sqft",0.6acre lot,"984 Buena Vista St, Duarte, CA 91010"
"$1,998,000",4bed,2bath,"3,235sqft","5,200sqft lot","110 112 43rd Ave, San Mateo, CA 94403"
"$329,900",3bed,2bath,"1,256sqft",0.42acre lot,"7377 Alaba Ave, Yucca Valley, CA 92284"
"$480,000",2bed,2bath,"1,223sqft","1,664sqft lot","5049 Cribari Vale, San Jose, CA 95135"
"$689,999",5bed,4bath,"3,075sqft","7,405sqft lot","14435 Dusty Coyote Ave, Moreno Valley, CA 92555"
"$753,000",2bed,2bath,"1,373sqft","5,287sqft lot","4218 Monogram Ave, Lakewood, CA 90713"
"$395,000",3bed,2bath,"1,543sqft","8,276sqft lot","5121 Bold Venture Ct, Bakersfield, CA 93312"
"$340,000",3bed,2bath,"1,344sqft",0.26acre lot,"28796 Paseo Diablo, Canyon Lake, CA 92587"
"$998,900",5bed,3bath,"1,728sqft","7,400sqft lot","204 S Shasta St, Orange, CA 92869"
"$1,050,000",2bed,2bath,"1,132sqft",0.52acre lot,"178 S Euclid Ave Unit 101, Pasadena, CA 91101"
"$900,000",6bed,5bath,"5,545sqft",0.94acre lot,"13790 Chateau Ct, Apple Valley, CA 92307"
"$475,000",3bed,2bath,"1,572sqft","7,405sqft lot","27690 Tate Rd, Menifee, CA 92585"
"$1,849,000",3bed,3bath,"2,539sqft",0.41acre lot,"2049 Federal Ave, West Los Angeles, CA 90025"
"$500,000",3bed,2bath,"1,630sqft","9,148sqft lot","41189 Morris St, Indio, CA 92203"
"$430,000",2bed,1bath,877sqft,3.89acre lot,"106 Candice Pl, Vista, CA 92083"
"$749,900",2bed,2.5bath,"1,096sqft",3.14acre lot,"8711 Falmouth Ave Unit 111, Playa Del Rey, CA 90293"
"$579,000",3bed,2bath,"1,484sqft",871sqft lot,"130 W Racquet Club Rd Unit 308, Palm Springs, CA 92262"
"$1,500,000",2bed,2bath,840sqft,"4,552sqft lot","3836 Spad Pl, Culver City, CA 90232"
"$349,888",2bed,1.5bath,"1,033sqft","6,098sqft lot","910 S Taylor St, Hemet, CA 92543"
"$495,000",4bed,2.5bath,"1,969sqft","5,101sqft lot","2819 Hedo Pl, Stockton, CA 95212"
"$785,000",4bed,2bath,"2,276sqft",1.5acre lot,"9559 Eckerman Rd, Roseville, CA 95661"
"$360,000",1bed,1.5bath,826sqft,4.12acre lot,"356 S Prospectors Rd Unit 79, Diamond Bar, CA 91765"
"$364,870",3bed,2bath,"1,263sqft","7,332sqft lot","1552 E Norberry St, Lancaster, CA 93535"
"$399,000",3bed,2bath,"1,588sqft",0.26acre lot,"9497 Yaquima Dr, Kelseyville, CA 95451"
"$439,000",4bed,2bath,"1,846sqft","6,098sqft lot","623 Colleen Ave, Merced, CA 95341"
"$348,500",3bed,2bath,"1,200sqft",1acre lot,"31801 Cherokee Rd, Coarsegold, CA 93614"
"$530,000",3bed,2bath,"2,549sqft",0.23acre lot,"4703 Polo View Dr, Bakersfield, CA 93312"
"$369,900",3bed,2bath,"1,350sqft",0.25acre lot,"5520 Begonia Dr, Pollock Pines, CA 95726"
"$899,000",8bed,4bath,"8,604sqft","8,604sqft lot","1106 W Cypress St, Santa Maria, CA 93458"
"$479,999",5bed,3bath,"2,564sqft","6,011sqft lot","631 Las Lomas St, Imperial, CA 92251"
"$139,000",2bed,2bath,"1,200sqft","4,463sqft lot","1207 W Broadway St, Needles, CA 92363"
"$295,000",2bed,1bath,827sqft,"5,101sqft lot","535 N Stockton St, Stockton, CA 95203"
"$525,000",4bed,2.5bath,"2,271sqft","7,150sqft lot","8527 N Jackson Ave, Fresno, CA 93720"
"$279,000",3bed,2bath,"1,144sqft",0.75acre lot,"24205 Lomitas Dr Unit A, Woodlake, CA 93286"
"$285,000",2bed,1bath,803sqft,"3,250sqft lot","1616 N Stanford Ave, Stockton, CA 95205"
"$499,000",3bed,2bath,"1,474sqft","7,110sqft lot","1001 Stuart St, Ripon, CA 95366"
"$399,000",2bed,2.5bath,"1,110sqft","1,541sqft lot","3 Campo Verde Cir, San Pablo, CA 94806"
"$324,900",2bed,1bath,922sqft,"7,476sqft lot","44842 Spearman Ave, Lancaster, CA 93534"
"$480,000",5bed,3bath,"1,846sqft","9,583sqft lot","862 N California Ave, Beaumont, CA 92223"
"$729,000",2bed,3bath,"1,194sqft",0.72acre lot,"20254 Pienza Ln, Porter Ranch, CA 91326"
"$885,000",4bed,2bath,"2,466sqft","6,429sqft lot","2620 Fashion Ave, Long Beach, CA 90810"
"$397,000",Studio,1bath,482sqft,1.18acre lot,"620 S Gramercy Pl Apt 329, Los Angeles, CA 90005"
"$1,495,000",4bed,4bath,"2,337sqft","6,033sqft lot","840 S Orange Grove Ave, Los Angeles, CA 90036"
"$450,000",2bed,2.5bath,"1,547sqft",0.48acre lot,"15229 Eastwood Ave, Lawndale, CA 90260"
"$491,622",4bed,3bath,"2,154sqft","5,018sqft lot","2527 Muscat St, Hanford, CA 93230"
"$599,900",3bed,2bath,"1,517sqft","5,865sqft lot","1021 S Central Ave, Compton, CA 90220"
"$995,000",4bed,2.5bath,"2,160sqft",0.6acre lot,"9835 Ogram Dr, La Mesa, CA 91941"
"$799,500",3bed,2bath,"1,647sqft",5acre lot,"2655 McCourtney Rd, Lincoln, CA 95648"
"$4,700,000",5bed,5.5bath,"3,727sqft","5,500sqft lot","1787 Neale St, San Diego, CA 92103"
"$899,000",3bed,3bath,"2,045sqft","7,800sqft lot","15937 Londelius St, North Hills, CA 91343"
"$650,000",6bed,4bath,"1,732sqft","6,751sqft lot","8778 S Denker Ave, Los Angeles, CA 90047"
"$1,699,000",2bed,1.5bath,"1,506sqft","2,495sqft lot","467 Pennsylvania Ave, San Francisco, CA 94107"
"$1,888,000",4bed,4bath,"3,534sqft",0.43acre lot,"411 Moderno Pl, Fullerton, CA 92835"
"$1,050,000",3bed,3.5bath,"2,147sqft",0.34acre lot,"113 S Kenneth Rd, Burbank, CA 91501"
"$594,613",3bed,3bath,"2,173sqft","6,686sqft lot","1016 Moonrise Way, Madera, CA 93636"
"$949,000",3bed,1bath,"1,098sqft","5,203sqft lot","4713 Towers St, Torrance, CA 90503"
"$800,000",3bed,2bath,"1,468sqft","6,234sqft lot","337 N 3rd St, Montebello, CA 90640"
"$1,300,000",3bed,2.5bath,"2,862sqft",1.12acre lot,"902 Mercey Springs Rd, Los Banos, CA 93635"
"$1,699,000",4bed,2bath,"1,672sqft","7,176sqft lot","6509 Verde Ridge Rd, Rancho Palos Verdes, CA 90275"
"$1,200,000",2bed,2bath,"1,063sqft",0.28acre lot,"5439 LA Jolla Blvd, La Jolla, CA 92037"
"$3,998,000",3bed,2bath,"2,377sqft",1.15acre lot,"18300 Constitution Ave, Monte Sereno, CA 95030"
"$3,299,000",4bed,4.5bath,"4,276sqft","6,000sqft lot","16852 Bolero Ln, Huntington Beach, CA 92649"
"$2,695,000",4bed,3bath,"2,175sqft","4,561sqft lot","4221 Beethoven St, Los Angeles, CA 90066"
"$289,500",2bed,2bath,"1,040sqft","1,300sqft lot","1751 W Citracado Pkwy Unit 212, Escondido, CA 92029"
"$529,900",4bed,2.5bath,"2,680sqft","6,970sqft lot","43759 Brandon Thomas Way, Lancaster, CA 93536"
"$1,175,000",3bed,2bath,"1,300sqft","8,085sqft lot","35405 Baldwin Pl, Fremont, CA 94536"
"$668,888",3bed,2.5bath,"1,948sqft","5,663sqft lot","1570 Doe Trail Ln, Tracy, CA 95376"
"$649,000",3bed,2.5bath,"2,058sqft","7,928sqft lot","8265 Crossoak Way, Orangevale, CA 95662"
"$199,900",1bed,1bath,600sqft,600sqft lot,"13390 S Fairfield Ln Unit 143B, Seal Beach, CA 90740"
"$650,000",2bed,2bath,"1,423sqft","4,950sqft lot","937 Ruby Ave, Ventura, CA 93004"
"$484,961",4bed,3bath,"2,154sqft","5,014acre lot","2515 Muscat St, Hanford, CA 93230"
"$1,200,000",3bed,2bath,"1,217sqft","2,374sqft lot","300 Gambier St, San Francisco, CA 94134"
"$485,000",4bed,3bath,"2,100sqft",1acre lot,"15370 Ramona Ave, Apple Valley, CA 92307"
"$550,000",3bed,2.5bath,"1,843sqft","2,500sqft lot","28422 Sunflower St, Highland, CA 92346"
"$340,000",2bed,1bath,746sqft,"8,712sqft lot","7136 Indian Ln, Sacramento, CA 95822"
"$562,000",3bed,2.5bath,"1,514sqft","1,742sqft lot","6479 Penn St Apt B, Moorpark, CA 93021"
"$350,000$25k",4bed,2bath,"1,450sqft",0.23acre lot,"1271 N California Ave, Beaumont, CA 92223"
"$529,900",4bed,3bath,"2,505sqft","7,841sqft lot","2218R Carrillo Ct, Calexico, CA 92231"
"$1,999,990",4bed,3bath,"2,656sqft","5,224sqft lot","527 Serrano Summit Dr, Lake Forest, CA 92630"
"$489,000",2bed,2bath,900sqft,"6,752sqft lot","1637 E 5th St Apt 204, Long Beach, CA 90802"
"$1,150,000",8bed,4.5bath,"3,024sqft","8,050sqft lot","205 4th St, San Juan Bautista, CA 95045"
"$734,763",5bed,3.5bath,"3,153sqft","9,034sqft lot","7048 Mauna Loa Way, Stockton, CA 95219"
"$399,000",2bed,1bath,726sqft,"3,374sqft lot","1276 64th Ave, Oakland, CA 94621"
"$645,000",3bed,2bath,969sqft,"4,250sqft lot","1026 W 3rd St, Santa Ana, CA 92703"
"$4,395,000",9bed,9bath,"5,583sqft","4,400sqft lot","1176 Nelrose Ave, Venice, CA 90291"
"$340,000",1bed,1bath,800sqft,"4,995sqft lot","13111 Sierra Hwy, Agua Dulce, CA 91390"
"$409,465",3bed,2bath,"1,486sqft","5,014acre lot","2479 Muscat St, Hanford, CA 93230"
"$415,000",3bed,2bath,"1,850sqft",6.04acre lot,"28940 Whitmore Rd, Whitmore, CA 96096"
"$299,000",3bed,3bath,"2,195sqft","7,840sqft lot","2831 Crest Dr, Bakersfield, CA 93306"
"$499,900",1bed,1bath,667sqft,"5,005sqft lot","4127 Arbor Vitae Dr, San Diego, CA 92105"
"$550,000",4bed,3bath,"2,500sqft","5,877sqft lot","42273 Hot Springs Ct, California Hot Springs, CA 93207"
"$300,000",4bed,2bath,"1,574sqft",0.23acre lot,"4101 Tyndall Ave, Bakersfield, CA 93313"
"$438,000",5bed,3bath,"2,428sqft","7,609sqft lot","12333 Ava Loma St, Victorville, CA 92392"
"$324,900",3bed,2bath,"1,384sqft","6,633sqft lot","1938 San Joaquin Dr S, Visalia, CA 93277"
"$199,900",3bed,1bath,988sqft,"6,083sqft lot","2307 Castro Ln, Bakersfield, CA 93304"
"$469,000",4bed,3bath,"3,169sqft","5,750sqft lot","9309 Creosote Ave, Hesperia, CA 92344"
"$329,900",2bed,1bath,858sqft,0.54acre lot,"5320 Joline Ave, Sacramento, CA 95841"
"$799,900",4bed,3.5+bath,"3,300sqft",2.3acre lot,"11548 Willow Valley Rd, Nevada City, CA 95959"
"$350,000",2bed,2bath,"1,274sqft",1.07acre lot,"14854 Anacapa Rd, Victorville, CA 92392"
"$499,990",2bed,2bath,"2,076sqft","6,098sqft lot","320 Spanos Park, Beaumont, CA 92223"
"$375,000",4bed,2bath,"1,446sqft",0.25acre lot,"207 W 10th St, Imperial, CA 92251"
"$200,000",2bed,1bath,804sqft,"8,276sqft lot","25261 Wanda Ln, Hemet, CA 92544"
"$459,900",4bed,2.5bath,"2,625sqft","5,998sqft lot","1180 Pinnacle Dr, Merced, CA 95348"
"$299,990",2bed,1bath,864sqft,"7,200sqft lot","61883 Morningside Rd, Joshua Tree, CA 92252"
"$519,000",3bed,1.5bath,"1,269sqft","5,320sqft lot","1425 85th Ave, Oakland, CA 94621"
"$700,000",3bed,2bath,"1,700sqft",8.33acre lot,"25375 Avenue 208, Strathmore, CA 93267"
"$499,000",4bed,2bath,"1,264sqft","4,792sqft lot","1543 Minnesota St, Fairfield, CA 94533"
"$599,900",3bed,2bath,"1,811sqft","4,792sqft lot","52945 Avenida Diaz, La Quinta, CA 92253"
"$595,000",3bed,2bath,"1,580sqft","9,583sqft lot","516 Bush Ct, Lompoc, CA 93436"
"$520,481",4bed,3bath,"2,422sqft","4,536sqft lot","13014 Echo Valley St, Victorville, CA 92392"
"$559,000",2bed,2.5bath,"1,360sqft",0.3acre lot,"16800 Saticoy St Unit 4, Lake Balboa, CA 91406"
"$1,495,000",3bed,2.5bath,"1,322sqft","2,400sqft lot","826 Ensenada Ct, San Diego, CA 92109"
"$1,224,999",3bed,2.5+bath,"2,834sqft","9,686sqft lot","26266 Park View Rd, Valencia, CA 91355"
"$610,000",3bed,2bath,954sqft,"7,405sqft lot","420 S Merrill St, Corona, CA 92882"
"$1,399,000",3bed,3bath,"1,606sqft","3,726sqft lot","1625 Fountain Springs Cir, Danville, CA 94526"
"$1,039,000",1bed,1bath,696sqft,4.33acre lot,"26664 Seagull Way Unit B105, Malibu, CA 90265"
"$4,395,000",6bed,6bath,"5,428sqft","6,800sqft lot","305 S Reeves Dr, Beverly Hills, CA 90212"
"$1,520,000",3bed,3bath,"1,832sqft","3,507sqft lot","200 N Reno St, Los Angeles, CA 90026"
"$538,990",4bed,2bath,"2,035sqft","6,500sqft lot","29106 Soffel Rd, Winchester, CA 92596"
"$503,900",4bed,2bath,"1,848sqft","5,249sqft lot","10448 Skynyrd Way, Stockton, CA 95212"
"$497,990",4bed,2bath,"2,035sqft","6,500sqft lot","29107 Covenant Ln, Winchester, CA 92596"
"$618,892",4bed,2.5bath,"2,054sqft","6,098sqft lot","7036 Mauna Loa Way, Stockton, CA 95219"
"$395,000",3bed,3bath,"1,634sqft",0.23acre lot,"13595 Tram View Rd, Desert Hot Springs, CA 92240"
"$1,100,000",4bed,3.5+bath,"5,091sqft",0.81acre lot,"25038 Crestview Dr, Loma Linda, CA 92354"
"$7,950,000",5bed,6.5bath,"5,715sqft",0.51acre lot,"930 W Santa Inez Ave, Hillsborough, CA 94010"
"$920,000",3bed,3bath,"1,823sqft","6,900sqft lot","16701 Tuba St, North Hills, CA 91343"
"$325,000",2bed,1bath,836sqft,"2,500sqft lot","407 Elysian Blvd, Big Bear City, CA 92314"
"$619,500",4bed,3bath,"2,563sqft","6,133sqft lot","8026 Falcon View Dr, Antelope, CA 95843"
"$419,000",3bed,2bath,"1,602sqft","8,712sqft lot","1765 El Monte Rd, Crescent City, CA 95531"
"$214,900",2bed,2bath,928sqft,"3,920sqft lot","1830 Calle Amargosa, Hemet, CA 92545"
"$160,000",2bed,2bath,"1,536sqft","3,806sqft lot","2706 W Ashlan Ave Spc 146, Fresno, CA 93705"
"$440,000",3bed,2bath,"1,766sqft","5,000sqft lot","6782 W Alana Dr, Fresno, CA 93722"
"$879,000",2bed,2.5bath,"1,165sqft",557sqft lot,"1489 Gingerwood Dr, Milpitas, CA 95035"
"$469,900",2bed,2.5bath,"1,395sqft",936sqft lot,"27336 Provincetown Way, Menifee, CA 92584"
"$483,000",4bed,2bath,"1,289sqft","8,712sqft lot","400 Lana Way, Beaumont, CA 92223"
"$549,888",3bed,1bath,984sqft,"6,034sqft lot","15716 Rumson St, Hacienda Heights, CA 91745"
"$428,613",3bed,2bath,"1,715sqft","5,016acre lot","2530 Muscat St, Hanford, CA 93230"
"$1,250,000",4bed,2.5bath,"3,206sqft",2.03acre lot,"3250 Stony Point Rd, Santa Rosa, CA 95407"
"$839,900",3bed,4bath,"2,418sqft",0.34acre lot,"8536 Pueblo Rd, Lakeside, CA 92040"
"$520,000",1bed,1bath,973sqft,0.99acre lot,"2733 Sarver Ln, San Marcos, CA 92069"
"$327,750",2bed,1bath,808sqft,"4,940sqft lot","501 Barrett Way, Big Bear City, CA 92314"
"$415,000",4bed,3bath,"2,241sqft","7,440sqft lot","15736 Horizon Way, Adelanto, CA 92301"
"$315,000",1bed,1bath,578sqft,10.4acre lot,"432 Edgehill Ln Unit 83, Oceanside, CA 92054"
"$160,000",1bed,1bath,670sqft,"1,307sqft lot","81840 Avenida Del Mar Apt B109, Indio, CA 92201"
"$449,000",2bed,1.5bath,912sqft,2.88acre lot,"9840 Shirley Gardens Dr Unit 1, Santee, CA 92071"
"$5,296,000",3bed,4.5bath,"5,000sqft",0.39acre lot,"2432 Southridge Dr, Palm Springs, CA 92264"
"$625,000",3bed,2bath,"1,340sqft","7,101sqft lot","518 W Orangethorpe Ave, Fullerton, CA 92832"
"$215,000",2bed,1bath,"1,000sqft",10acre lot,"17750 Bronco, Helendale, CA 92342"
"$1,179,900",3bed,2bath,"1,934sqft","7,800sqft lot","6841 Airoso Ave, San Diego, CA 92120"
"$599,900",3bed,1.5bath,"1,160sqft","1,762sqft lot","2779 W Parkside Ln, Anaheim, CA 92801"
"$139,000",2bed,2bath,800sqft,"2,000sqft lot","111 Don Carlos Way Unit 111, Ojai, CA 93023"
"$1,419,990",4bed,3.5bath,"2,452sqft","2,815sqft lot","118 Zawn, Irvine, CA 92618"
"$1,700,000",4bed,4bath,"4,004sqft","7,800sqft lot","1221 5th Ave, Los Angeles, CA 90019"
"$660,000",5bed,4bath,"3,106sqft",0.25acre lot,"617 Capistrano St E, Hanford, CA 93230"
"$595,000",3bed,2bath,"1,545sqft",1.25acre lot,"50660 Burns Canyon Rd, Pioneertown, CA 92268"
"$760,000",3bed,2bath,"1,080sqft","6,062sqft lot","631 Helensburg St, Glendora, CA 91740"
"$949,900",4bed,3bath,"2,278sqft",0.62acre lot,"14340 Sequoia Rd, Canyon Country, CA 91387"
"$423,000",3bed,2bath,"1,817sqft",0.68acre lot,"17484 Buckthorn Ave, Hesperia, CA 92345"
"$135,000",2bed,1bath,950sqft,0.32acre lot,"41 Shasta St, Hayfork, CA 96041"
"$419,925",3bed,2bath,"1,668sqft","6,534sqft lot","53 Titanio Ct, Oroville, CA 95965"
"$220,000",3bed,2bath,"1,188sqft",3.23acre lot,"1362 Erlon St, El Mirage, CA 92301"
"$225,000",2bed,2bath,"1,435sqft","4,356sqft lot","65565 Acoma Ave Spc 112, Desert Hot Springs, CA 92240"
"$280,000",3bed,1bath,"1,080sqft","7,501sqft lot","20741 S Veranda Ave, Laton, CA 93242"
"$699,500",4bed,3bath,"2,701sqft",1.3acre lot,"6282 Barbara Ln, Auburn, CA 95602"
"$385,000",3bed,2bath,"1,373sqft","6,496sqft lot","1404 W Avenue H8, Lancaster, CA 93534"
"$579,900",5bed,3bath,"2,728sqft","5,227sqft lot","1480 Bedford Ct, Beaumont, CA 92223"
"$659,900",5bed,4bath,"3,252sqft",0.49acre lot,"5815 E Hamilton Ave, Fresno, CA 93727"
"$499,000",3bed,2.5bath,"1,541sqft","6,970sqft lot","39035 Cala Del Valle, Murrieta, CA 92562"
"$775,000",4bed,3bath,"3,081sqft",0.31acre lot,"1748 Capri Dr, Yuba City, CA 95993"
"$499,000",2bed,2bath,"1,242sqft",1.65acre lot,"29411 Stargaze Ln, Valley Center, CA 92082"
"$529,000",3bed,3bath,"1,862sqft","4,792sqft lot","78796 Amare Way, Palm Desert, CA 92211"
"$625,000",3bed,2.5bath,"1,536sqft","1,536sqft lot","8442 Explorer St, Chino, CA 91708"
"$549,900",2bed,2bath,961sqft,"1,306sqft lot","25302 Village 25, Camarillo, CA 93012"
"$649,000",2bed,2bath,"1,016sqft","5,250sqft lot","1435 22nd St, Oceano, CA 93445"
"$845,000",3bed,2bath,"1,827sqft",0.26acre lot,"10630 Snowshoe Cir, Truckee, CA 96161"
"$694,950",2bed,2.5bath,"1,406sqft","1,500sqft lot","1 Arabis Ct Unit 59, Mission Viejo, CA 92694"
"$899,000",2bed,2bath,"1,152sqft","9,735sqft lot","699 36th Ave Apt 208, San Francisco, CA 94121"
"$720,000",4bed,2bath,"2,321sqft",0.24acre lot,"2037 Daybreak Ct, Vacaville, CA 95687"
"$645,000",6bed,3bath,"2,237sqft","9,474sqft lot","1415 Long Creek Way, Roseville, CA 95747"
"$550,000",3bed,2bath,"1,342sqft","1,307sqft lot","575 S Sunshine Dr, Palm Springs, CA 92264"
"$1,095,000",4bed,2bath,"1,977sqft",1.28acre lot,"23130 Hansen Rd, Tracy, CA 95304"
"$1,000,000",4bed,2.5bath,"2,146sqft","9,100sqft lot","627 E Monroe Ave, Orange, CA 92867"
"$1,149,000",3bed,2bath,"1,608sqft","6,158sqft lot","2829 N Buena Vista St, Burbank, CA 91504"
"$600,000",2bed,1bath,958sqft,"4,478sqft lot","5306 Pacific Pl, Los Angeles, CA 90022"
"$598,000",2bed,1bath,834sqft,1.28acre lot,"172 W Lemon Ave Unit B, Monrovia, CA 91016"
"$1,290,000",4bed,3bath,"2,858sqft","6,970sqft lot","531 Christie Dr, South Lake Tahoe, CA 96150"
"$1,239,000",5bed,4bath,"2,384sqft","5,663sqft lot","7192 Natal Dr, Westminster, CA 92683"
"$1,225,000",7bed,4bath,"2,698sqft","7,572sqft lot","6409 11th Ave, Los Angeles, CA 90043"
"$950,000",4bed,2bath,"1,510sqft","7,479sqft lot","1625 S Greenville St, Santa Ana, CA 92704"
"$7,300,000",12bed,24bath,"10,540sqft","7,802sqft lot","12412 Pacific Ave, Los Angeles, CA 90066"
"$1,400,000",16bed,8bath,"4,704sqft","9,980sqft lot","9234 Graham Ave, Los Angeles, CA 90002"
"$335,000",2bed,2bath,"1,222sqft","3,049sqft lot","960 Windsong St, Hemet, CA 92545"
"$235,000",1bed,1bath,600sqft,436sqft lot,"5300 E Waverly Dr Apt N5207, Palm Springs, CA 92264"
"$2,999,995",3bed,3bath,"2,619sqft",2acre lot,"19129-19131 Spring Dr, Sonoma, CA 95476"
"$339,500",3bed,2bath,"1,487sqft","6,342sqft lot","1368 E Florinda St, Hanford, CA 93230"
"$850,000",3bed,2bath,"2,409sqft",0.65acre lot,"170 Minot Ave, Chula Vista, CA 91910"
"$475,000",4bed,2bath,"1,900sqft","5,310sqft lot","135 W Agard St, Auburn, CA 95603"
"$749,000",3bed,2bath,"1,326sqft","7,600sqft lot","145 N Finch Dr, Big Bear Lake, CA 92315"
"$450,000",2bed,2bath,938sqft,2.57acre lot,"18838 Vista Del Canon Unit G, Newhall, CA 91321"
"$360,000",2bed,2bath,"1,250sqft",0.25acre lot,"21321 State Highway 175 Rd, Middletown, CA 95461"
"$325,000",3bed,2bath,"1,512sqft",0.23acre lot,"715 Ashmount Ave, Red Bluff, CA 96080"
"$1,095,000",4bed,3bath,"2,734sqft","9,784sqft lot","817 Butte St, Claremont, CA 91711"
"$414,900$25k",3bed,2bath,"1,800sqft","8,200sqft lot","6307 N 3rd St, Fresno, CA 93710"
"$565,000",2bed,2bath,"1,297sqft","1,799sqft lot","407 Twin Lakes Cir, Santa Rosa, CA 95409"
"$915,000",4bed,2bath,"1,788sqft",0.32acre lot,"14730 Northwoods Blvd, Truckee, CA 96161"
"$2,795,000",4bed,4.5bath,"4,327sqft","7,046sqft lot","4451 Rosecliff Pl, San Diego, CA 92130"
"$1,725,000",3bed,3bath,"2,128sqft",0.23acre lot,"2166 Vine St, Los Angeles, CA 90068"
"$399,999",3bed,2bath,"1,540sqft","6,715sqft lot","2522 E Norberry St, Lancaster, CA 93535"
"$780,000",4bed,2.5bath,"2,272sqft","7,370sqft lot","1478 Fairhaven Ct, Tracy, CA 95376"
